Start Station,Start Latitude,Start Longitude,End Station,End Latitude,End Longitude,Occurence,Average Duration,Percentage Member
19e avenue / St-Zotique,45.48020820000001,-73.57759859999999,19e avenue / St-Zotique,45.4905646,-73.5603333,118.0,1563.7542372881355,90.67796610169492
Métro Vendôme (de Marlowe / de Maisonneuve),45.48020820000001,-73.57759859999999,de Maisonneuve / Greene,45.4905646,-73.5603333,117.0,663.8119658119658,95.72649572649573
Poupart / Ste-Catherine,45.48020820000001,-73.57759859999999,Métro Papineau (Cartier / Ste-Catherine),45.4905646,-73.5603333,117.0,348.7350427350427,91.45299145299145
de Champlain / Ontario,45.48020820000001,-73.57759859999999,Métro Papineau (Cartier / Ste-Catherine),45.4905646,-73.5603333,117.0,326.64957264957263,86.32478632478633
Métro Georges-Vanier (St-Antoine / Canning),45.48020820000001,-73.57759859999999,des Seigneurs / Notre-Dame,45.4905646,-73.5603333,117.0,241.96581196581195,88.03418803418803
Ontario / Viau,45.48020820000001,-73.57759859999999,Métro Viau (Pierre-de-Coubertin / Viau),45.4905646,-73.5603333,117.0,373.1880341880342,93.16239316239316
de la Commune / Berri,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,116.0,1548.8706896551723,53.44827586206896
Marquette / du Mont-Royal,45.48020820000001,-73.57759859999999,Gauthier / Papineau,45.4905646,-73.5603333,116.0,321.6896551724138,94.82758620689656
Marquette / du Mont-Royal,45.48020820000001,-73.57759859999999,Resther / du Mont-Royal,45.4905646,-73.5603333,116.0,346.8534482758621,96.55172413793103
de Kent / de la Côte-des-Neiges,45.48020820000001,-73.57759859999999,de Kent / de la Côte-des-Neiges,45.4905646,-73.5603333,116.0,1378.4913793103449,63.793103448275865
de Brébeuf / du Mont-Royal,45.48020820000001,-73.57759859999999,Laurier / de Brébeuf,45.4905646,-73.5603333,115.0,475.504347826087,91.30434782608695
Marché Atwater,45.48020820000001,-73.57759859999999,de la Commune / Berri,45.4905646,-73.5603333,115.0,1424.7739130434782,69.56521739130434
Marché Atwater,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,115.0,1557.0521739130436,59.130434782608695
Jogues / Allard,45.48020820000001,-73.57759859999999,Jogues / Allard,45.4905646,-73.5603333,114.0,1308.2105263157894,85.08771929824562
Normand / Marguerite-d’Youville,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,113.0,1205.9203539823009,53.98230088495575
Léa-Roback / Sir-Georges-Etienne-Cartier,45.48020820000001,-73.57759859999999,de la Commune / St-Sulpice,45.4905646,-73.5603333,113.0,1512.1592920353983,50.442477876106196
Léa-Roback / Sir-Georges-Etienne-Cartier,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,112.0,829.6607142857143,62.5
des Bassins / Richmond,45.48020820000001,-73.57759859999999,de la Commune / Place Jacques-Cartier,45.4905646,-73.5603333,112.0,1175.625,62.5
de la Commune / St-Sulpice,45.48020820000001,-73.57759859999999,de la Commune / Berri,45.4905646,-73.5603333,111.0,1311.7927927927929,39.63963963963964
Marquette / du Mont-Royal,45.48020820000001,-73.57759859999999,Émile-Duployé / Sherbrooke,45.4905646,-73.5603333,111.0,338.34234234234236,94.5945945945946
Marquette / du Mont-Royal,45.48020820000001,-73.57759859999999,Marquette / Laurier,45.4905646,-73.5603333,111.0,302.13513513513516,90.990990990991
La Ronde,45.48020820000001,-73.57759859999999,Parc Jean-Drapeau (Chemin Macdonald),45.4905646,-73.5603333,111.0,1215.2612612612613,51.35135135135135
Ropery / Augustin-Cantin,45.48020820000001,-73.57759859999999,Ropery / Augustin-Cantin,45.4905646,-73.5603333,111.0,1095.3963963963963,82.88288288288288
Métro Papineau (Cartier / Ste-Catherine),45.48020820000001,-73.57759859999999,St-André / Ste-Catherine,45.4905646,-73.5603333,110.0,413.77272727272725,95.45454545454545
des Bassins / Richmond,45.48020820000001,-73.57759859999999,Marché Atwater,45.4905646,-73.5603333,109.0,817.697247706422,53.21100917431193
des Bassins / Richmond,45.48020820000001,-73.57759859999999,Léa-Roback / Sir-Georges-Etienne-Cartier,45.4905646,-73.5603333,109.0,1074.5871559633028,44.03669724770643
de la Commune / Berri,45.48020820000001,-73.57759859999999,de la Commune / St-Sulpice,45.4905646,-73.5603333,108.0,972.1388888888889,57.407407407407405
Normand / Marguerite-d’Youville,45.48020820000001,-73.57759859999999,Normand / Marguerite-d’Youville,45.4905646,-73.5603333,108.0,1810.1296296296296,35.18518518518518
Gauthier / Papineau,45.48020820000001,-73.57759859999999,Marquette / du Mont-Royal,45.4905646,-73.5603333,108.0,310.3240740740741,96.29629629629629
McLynn / Plamondon,45.48020820000001,-73.57759859999999,McLynn / Plamondon,45.4905646,-73.5603333,108.0,1567.1851851851852,58.333333333333336
Melville / de Maisonneuve,45.48020820000001,-73.57759859999999,de Maisonneuve / Greene,45.4905646,-73.5603333,108.0,463.2962962962963,82.4074074074074
Métro Laurier (Rivard / Laurier),45.48020820000001,-73.57759859999999,Marquette / Laurier,45.4905646,-73.5603333,107.0,301.7943925233645,93.45794392523365
Métro Atwater (Atwater / Ste-Catherine),45.48020820000001,-73.57759859999999,Hillside / Ste-Catherine,45.4905646,-73.5603333,106.0,394.2830188679245,95.28301886792453
Métro Atwater (Atwater / Ste-Catherine),45.48020820000001,-73.57759859999999,Atwater / Greene,45.4905646,-73.5603333,106.0,477.08490566037733,74.52830188679245
de la Commune / Place Jacques-Cartier,45.48020820000001,-73.57759859999999,des Bassins / Richmond,45.4905646,-73.5603333,105.0,1199.5809523809523,46.666666666666664
Marché Atwater,45.48020820000001,-73.57759859999999,des Bassins / du Séminaire,45.4905646,-73.5603333,105.0,782.4095238095238,69.52380952380952
